DataSet,Atribute,Operator,Fairness,Time
adult,race,State of art,0.017993880847288576,0
adult,race,State of art,0.01787727636967664,5
adult,race,State of art,0.015004776188733394,10
adult,race,State of art,0.015004776188733394,15
adult,race,State of art,0.012812727703107346,20
adult,race,State of art,0.012812727703107346,25
adult,race,State of art,0.012462914270271519,30
adult,race,State of art,0.012462914270271519,35
adult,race,State of art,0.011763287404599879,40
adult,race,State of art,0.010926840519053994,45
adult,race,State of art,0.010926840519053994,50
adult,race,State of art,0.009760795742934592,55
adult,race,State of art,0.009197988897137195,60
adult,race,State of art,0.009177773354874894,65
adult,race,State of art,0.009177773354874894,70
adult,race,State of art,0.009177773354874894,75
adult,race,State of art,0.008015255620229284,80
adult,race,State of art,0.007665442187393463,85
adult,race,State of art,0.007665442187393463,90
adult,race,State of art,0.007665442187393463,95
adult,race,State of art,0.007665442187393463,100
adult,race,State of art,0.006982503822510325,105
adult,race,State of art,0.006166272479226749,110
adult,race,State of art,0.006166272479226749,115
adult,race,State of art,0.006166272479226749,120
adult,race,State of art,0.006166272479226749,125
adult,race,State of art,0.006166272479226749,130
adult,race,State of art,0.006166272479226749,135
adult,race,State of art,0.006166272479226749,140
adult,race,State of art,0.006166272479226749,145
adult,race,State of art,0.006166272479226749,150
adult,race,State of art,0.006166272479226749,155
adult,race,State of art,0.006166272479226749,160
adult,race,State of art,0.006166272479226749,165
adult,race,State of art,0.006166272479226749,170
adult,race,State of art,0.006166272479226749,175
adult,race,State of art,0.006166272479226749,180
adult,race,State of art,0.006166272479226749,185
adult,race,State of art,0.006166272479226749,190
adult,race,State of art,0.006166272479226749,195
adult,race,State of art,0.006166272479226749,200
adult,race,State of art,0.006166272479226749,205
adult,race,State of art,0.006166272479226749,210
adult,race,State of art,0.0028753560958573524,215
adult,race,State of art,0.0028753560958573524,220
adult,race,State of art,0.0028753560958573524,225
adult,race,State of art,0.0028753560958573524,230
adult,race,State of art,0.0028753560958573524,235
adult,race,State of art,0.0024089381854095968,240
adult,race,State of art,0.002175729230185712,245
adult,race,State of art,0.002175729230185712,250
adult,race,State of art,0.002175729230185712,255
adult,race,State of art,0.002175729230185712,260
adult,race,State of art,0.002175729230185712,265
adult,race,State of art,0.002175729230185712,270
adult,race,State of art,0.002175729230185712,275
adult,race,State of art,0.002175729230185712,280
adult,race,State of art,0.002175729230185712,285
adult,race,State of art,0.002175729230185712,290
adult,race,State of art,0.002175729230185712,295
adult,race,State of art,0.002175729230185712,300
adult,race,State of art,0.002175729230185712,305
adult,race,State of art,0.002175729230185712,310
adult,race,State of art,0.002175729230185712,315
adult,race,State of art,0.002175729230185712,320
adult,race,State of art,0.002175729230185712,325
adult,race,State of art,0.002175729230185712,330
adult,race,State of art,0.002175729230185712,335
adult,race,State of art,0.002175729230185712,340
adult,race,State of art,0.002175729230185712,345
adult,race,State of art,0.002175729230185712,350
adult,race,State of art,0.002175729230185712,355
adult,race,State of art,0.002175729230185712,360
adult,race,State of art,0.002175729230185712,365
adult,race,State of art,0.002175729230185712,370
adult,race,State of art,0.002175729230185712,375
adult,race,State of art,0.002175729230185712,380
adult,race,State of art,0.002175729230185712,385
adult,race,State of art,0.002175729230185712,390
adult,race,State of art,0.002175729230185712,395
adult,race,State of art,0.002175729230185712,400
adult,race,State of art,0.002175729230185712,405
adult,race,State of art,0.002175729230185712,410
adult,race,State of art,0.002175729230185712,415
adult,race,State of art,0.002175729230185712,420
adult,race,State of art,0.002175729230185712,425
adult,race,State of art,0.002175729230185712,430
adult,race,State of art,0.002175729230185712,435
adult,race,State of art,0.002175729230185712,440
adult,race,State of art,0.002175729230185712,445
adult,race,State of art,0.002175729230185712,450
adult,race,State of art,0.002175729230185712,455
adult,race,State of art,0.002175729230185712,460
adult,race,State of art,0.002175729230185712,465
adult,race,State of art,0.002175729230185712,470
adult,race,State of art,0.002175729230185712,475
adult,race,State of art,0.002175729230185712,480
adult,race,State of art,0.002175729230185712,485
adult,race,State of art,0.002175729230185712,490
adult,race,State of art,0.002175729230185712,495
adult,race,State of art,0.002175729230185712,500
adult,race,State of art,0.002175729230185712,505
adult,race,State of art,0.002175729230185712,510
adult,race,State of art,0.002175729230185712,515
adult,race,State of art,0.002175729230185712,520
adult,race,State of art,0.002175729230185712,525
adult,race,State of art,0.002175729230185712,530
adult,race,State of art,0.002175729230185712,535
adult,race,State of art,0.002175729230185712,540
adult,race,State of art,0.002175729230185712,545
adult,race,State of art,0.002175729230185712,550
adult,race,State of art,0.002175729230185712,555
adult,race,State of art,0.002175729230185712,560
adult,race,State of art,0.002175729230185712,565
adult,race,State of art,0.002175729230185712,570
adult,race,State of art,0.002175729230185712,575
adult,race,State of art,0.002175729230185712,580
adult,race,State of art,0.002175729230185712,585
adult,race,State of art,0.002175729230185712,590
adult,race,State of art,0.002175729230185712,595
adult,race,State of art,0.002175729230185712,600
adult,race,State of art,0.002175729230185712,605
adult,race,State of art,0.002175729230185712,610
adult,race,State of art,0.002175729230185712,615
adult,race,State of art,0.002175729230185712,620
adult,race,State of art,0.002175729230185712,625
adult,race,State of art,0.002175729230185712,630
adult,race,State of art,0.002175729230185712,635
adult,race,State of art,0.002175729230185712,640
adult,race,State of art,0.002175729230185712,645
adult,race,State of art,0.002175729230185712,650
adult,race,State of art,0.002175729230185712,655
adult,race,State of art,0.002175729230185712,660
adult,race,State of art,0.002175729230185712,665
adult,race,State of art,0.002175729230185712,670
adult,race,State of art,0.002175729230185712,675
adult,race,State of art,0.002175729230185712,680
adult,race,State of art,0.002175729230185712,685
adult,race,State of art,0.002175729230185712,690
adult,race,State of art,0.002175729230185712,695
adult,race,State of art,0.002175729230185712,700
adult,race,State of art,0.002175729230185712,705
adult,race,State of art,0.002175729230185712,710
adult,race,State of art,0.002175729230185712,715
adult,race,State of art,0.002175729230185712,720
adult,race,State of art,0.002175729230185712,725
adult,race,State of art,0.002175729230185712,730
adult,race,State of art,0.002175729230185712,735
adult,race,State of art,0.002175729230185712,740
adult,race,State of art,0.002175729230185712,745
adult,race,State of art,0.002175729230185712,750
adult,race,State of art,0.002175729230185712,755
adult,race,State of art,0.002175729230185712,760
adult,race,State of art,0.002175729230185712,765
adult,race,State of art,0.002175729230185712,770
adult,race,State of art,0.002175729230185712,775
adult,race,State of art,0.002175729230185712,780
adult,race,State of art,0.002175729230185712,785
adult,race,State of art,0.002175729230185712,790
adult,race,State of art,0.002175729230185712,795
adult,race,State of art,0.002175729230185712,800
adult,race,State of art,0.002175729230185712,805
adult,race,State of art,0.002175729230185712,810
adult,race,State of art,0.002175729230185712,815
adult,race,State of art,0.002175729230185712,820
adult,race,State of art,0.002175729230185712,825
adult,race,State of art,0.002175729230185712,830
adult,race,State of art,0.002175729230185712,835
adult,race,State of art,0.002175729230185712,840
adult,race,State of art,0.002175729230185712,845
adult,race,State of art,0.002175729230185712,850
adult,race,State of art,0.002175729230185712,855
adult,race,State of art,0.002175729230185712,860
adult,race,State of art,0.002175729230185712,865
adult,race,State of art,0.002175729230185712,870
adult,race,State of art,0.002175729230185712,875
adult,race,State of art,0.002175729230185712,880
adult,race,State of art,0.002175729230185712,885
adult,race,State of art,0.002175729230185712,890
adult,race,State of art,0.002175729230185712,895
adult,race,State of art,0.002175729230185712,900
adult,race,State of art,0.002175729230185712,905
adult,race,State of art,0.002175729230185712,910
adult,race,State of art,0.002175729230185712,915
adult,race,State of art,0.002175729230185712,920
adult,race,State of art,0.002175729230185712,925
adult,race,State of art,0.002175729230185712,930
adult,race,State of art,0.002175729230185712,935
adult,race,State of art,0.002175729230185712,940
adult,race,State of art,0.002175729230185712,945
adult,race,State of art,0.002175729230185712,950
adult,race,State of art,0.002175729230185712,955
adult,race,State of art,0.002175729230185712,960
adult,race,State of art,0.002175729230185712,965
adult,race,State of art,0.002175729230185712,970
adult,race,State of art,0.002175729230185712,975
adult,race,State of art,0.002175729230185712,980
adult,race,State of art,0.002175729230185712,985
adult,race,State of art,0.002175729230185712,990
adult,race,State of art,0.002175729230185712,995
adult,race,State of art,0.002175729230185712,1000
adult,race,State of art,0.002175729230185712,1005
adult,race,State of art,0.002175729230185712,1010
adult,race,State of art,0.002175729230185712,1015
adult,race,State of art,0.002175729230185712,1020
adult,race,State of art,0.002175729230185712,1025
adult,race,State of art,0.002175729230185712,1030
adult,race,State of art,0.002175729230185712,1035
adult,race,State of art,0.002175729230185712,1040
adult,race,State of art,0.002175729230185712,1045
adult,race,State of art,0.002175729230185712,1050
adult,race,State of art,0.002175729230185712,1055
adult,race,State of art,0.002175729230185712,1060
adult,race,State of art,0.002175729230185712,1065
adult,race,State of art,0.002175729230185712,1070
adult,race,State of art,0.002175729230185712,1075
adult,race,State of art,0.002175729230185712,1080
adult,race,State of art,0.002175729230185712,1085
adult,race,State of art,0.002175729230185712,1090
adult,race,State of art,0.002175729230185712,1095
adult,race,State of art,0.002175729230185712,1100
adult,race,State of art,0.002175729230185712,1105
adult,race,State of art,0.002175729230185712,1110
adult,race,State of art,0.002175729230185712,1115
adult,race,State of art,0.002175729230185712,1120
adult,race,State of art,0.002175729230185712,1125
adult,race,State of art,0.002175729230185712,1130
adult,race,State of art,0.002175729230185712,1135
adult,race,State of art,0.002175729230185712,1140
adult,race,State of art,0.002175729230185712,1145
adult,race,State of art,0.002175729230185712,1150
adult,race,State of art,0.002175729230185712,1155
adult,sex,State of art,0.0746296001916518,0
adult,sex,State of art,0.0746296001916518,5
adult,sex,State of art,0.05517082946139726,10
adult,sex,State of art,0.05517082946139726,15
adult,sex,State of art,0.05517082946139726,20
adult,sex,State of art,0.05517082946139726,25
adult,sex,State of art,0.05517082946139726,30
adult,sex,State of art,0.05517082946139726,35
adult,sex,State of art,0.05517082946139726,40
adult,sex,State of art,0.05517082946139726,45
adult,sex,State of art,0.05517082946139726,50
adult,sex,State of art,0.05517082946139726,55
adult,sex,State of art,0.05517082946139726,60
adult,sex,State of art,0.05517082946139726,65
adult,sex,State of art,0.05517082946139726,70
adult,sex,State of art,0.05517082946139726,75
adult,sex,State of art,0.05517082946139726,80
adult,sex,State of art,0.03718782742446184,85
adult,sex,State of art,0.03718782742446184,90
adult,sex,State of art,0.035150333331310527,95
adult,sex,State of art,0.035150333331310527,100
adult,sex,State of art,0.033193633940494294,105
adult,sex,State of art,0.033193633940494294,110
adult,sex,State of art,0.033193633940494294,115
adult,sex,State of art,0.03149287508812261,120
adult,sex,State of art,0.03149287508812261,125
adult,sex,State of art,0.03149287508812261,130
adult,sex,State of art,0.03149287508812261,135
adult,sex,State of art,0.03149287508812261,140
adult,sex,State of art,0.03149287508812261,145
adult,sex,State of art,0.03149287508812261,150
adult,sex,State of art,0.03149287508812261,155
adult,sex,State of art,0.03149287508812261,160
adult,sex,State of art,0.03149287508812261,165
adult,sex,State of art,0.03149287508812261,170
adult,sex,State of art,0.03149287508812261,175
adult,sex,State of art,0.03149287508812261,180
adult,sex,State of art,0.03149287508812261,185
adult,sex,State of art,0.01907506519560154,190
adult,sex,State of art,0.01907506519560154,195
adult,sex,State of art,0.01907506519560154,200
adult,sex,State of art,0.01907506519560154,205
adult,sex,State of art,0.01907506519560154,210
adult,sex,State of art,0.01907506519560154,215
adult,sex,State of art,0.01907506519560154,220
adult,sex,State of art,0.01907506519560154,225
adult,sex,State of art,0.01907506519560154,230
adult,sex,State of art,0.01907506519560154,235
adult,sex,State of art,0.01907506519560154,240
adult,sex,State of art,0.01907506519560154,245
adult,sex,State of art,0.01907506519560154,250
adult,sex,State of art,0.01812103252683463,255
adult,sex,State of art,0.01812103252683463,260
adult,sex,State of art,0.01812103252683463,265
adult,sex,State of art,0.01812103252683463,270
adult,sex,State of art,0.01812103252683463,275
adult,sex,State of art,0.01812103252683463,280
adult,sex,State of art,0.01812103252683463,285
adult,sex,State of art,0.01812103252683463,290
adult,sex,State of art,0.01812103252683463,295
adult,sex,State of art,0.01812103252683463,300
adult,sex,State of art,0.01812103252683463,305
adult,sex,State of art,0.01812103252683463,310
adult,sex,State of art,0.01812103252683463,315
adult,sex,State of art,0.015568345250911369,320
adult,sex,State of art,0.015568345250911369,325
adult,sex,State of art,0.015568345250911369,330
adult,sex,State of art,0.015568345250911369,335
adult,sex,State of art,0.015568345250911369,340
adult,sex,State of art,0.015568345250911369,345
adult,sex,State of art,0.015568345250911369,350
adult,sex,State of art,0.015568345250911369,355
adult,sex,State of art,0.015568345250911369,360
adult,sex,State of art,0.015568345250911369,365
adult,sex,State of art,0.015568345250911369,370
adult,sex,State of art,0.015568345250911369,375
adult,sex,State of art,0.015568345250911369,380
adult,sex,State of art,0.015568345250911369,385
adult,sex,State of art,0.015568345250911369,390
adult,sex,State of art,0.015568345250911369,395
adult,sex,State of art,0.015568345250911369,400
adult,sex,State of art,0.015568345250911369,405
adult,sex,State of art,0.015568345250911369,410
adult,sex,State of art,0.015568345250911369,415
adult,sex,State of art,0.015568345250911369,420
adult,sex,State of art,0.015568345250911369,425
adult,sex,State of art,0.015568345250911369,430
adult,sex,State of art,0.015568345250911369,435
adult,sex,State of art,0.015568345250911369,440
adult,sex,State of art,0.015568345250911369,445
adult,sex,State of art,0.015568345250911369,450
adult,sex,State of art,0.014376242494730494,455
adult,sex,State of art,0.014376242494730494,460
adult,sex,State of art,0.014376242494730494,465
adult,sex,State of art,0.014376242494730494,470
adult,sex,State of art,0.014376242494730494,475
adult,sex,State of art,0.014376242494730494,480
adult,sex,State of art,0.014376242494730494,485
adult,sex,State of art,0.014376242494730494,490
adult,sex,State of art,0.014376242494730494,495
adult,sex,State of art,0.014376242494730494,500
adult,sex,State of art,0.014376242494730494,505
adult,sex,State of art,0.014376242494730494,510
adult,sex,State of art,0.014376242494730494,515
adult,sex,State of art,0.014376242494730494,520
adult,sex,State of art,0.014376242494730494,525
adult,sex,State of art,0.014376242494730494,530
adult,sex,State of art,0.014376242494730494,535
adult,sex,State of art,0.014376242494730494,540
adult,sex,State of art,0.014376242494730494,545
adult,sex,State of art,0.013734805676257112,550
adult,sex,State of art,0.013734805676257112,555
adult,sex,State of art,0.013734805676257112,560
adult,sex,State of art,0.013734805676257112,565
adult,sex,State of art,0.013734805676257112,570
adult,sex,State of art,0.013010720535961012,575
adult,sex,State of art,0.013010720535961012,580
adult,sex,State of art,0.013010720535961012,585
adult,sex,State of art,0.013010720535961012,590
adult,sex,State of art,0.013010720535961012,595
adult,sex,State of art,0.013010720535961012,600
adult,sex,State of art,0.013010720535961012,605
adult,sex,State of art,0.013010720535961012,610
adult,sex,State of art,0.013010720535961012,615
adult,sex,State of art,0.013010720535961012,620
adult,sex,State of art,0.013010720535961012,625
adult,sex,State of art,0.013010720535961012,630
adult,sex,State of art,0.013010720535961012,635
adult,sex,State of art,0.013010720535961012,640
adult,sex,State of art,0.013010720535961012,645
adult,sex,State of art,0.013010720535961012,650
adult,sex,State of art,0.013010720535961012,655
adult,sex,State of art,0.012382343715457895,660
adult,sex,State of art,0.012382343715457895,665
adult,sex,State of art,0.012382343715457895,670
adult,sex,State of art,0.012382343715457895,675
adult,sex,State of art,0.012382343715457895,680
adult,sex,State of art,0.012382343715457895,685
adult,sex,State of art,0.012382343715457895,690
adult,sex,State of art,0.012382343715457895,695
adult,sex,State of art,0.012382343715457895,700
adult,sex,State of art,0.012382343715457895,705
adult,sex,State of art,0.012382343715457895,710
adult,sex,State of art,0.012382343715457895,715
adult,sex,State of art,0.012382343715457895,720
adult,sex,State of art,0.012382343715457895,725
adult,sex,State of art,0.012382343715457895,730
adult,sex,State of art,0.012382343715457895,735
adult,sex,State of art,0.012382343715457895,740
adult,sex,State of art,0.012382343715457895,745
adult,sex,State of art,0.012382343715457895,750
adult,sex,State of art,0.012382343715457895,755
adult,sex,State of art,0.011978976984398478,760
adult,sex,State of art,0.011978976984398478,765
adult,sex,State of art,0.011978976984398478,770
adult,sex,State of art,0.011978976984398478,775
adult,sex,State of art,0.011978976984398478,780
adult,sex,State of art,0.011978976984398478,785
adult,sex,State of art,0.011978976984398478,790
adult,sex,State of art,0.011978976984398478,795
adult,sex,State of art,0.011978976984398478,800
adult,sex,State of art,0.011978976984398478,805
adult,sex,State of art,0.011978976984398478,810
adult,sex,State of art,0.011978976984398478,815
adult,sex,State of art,0.011978976984398478,820
adult,sex,State of art,0.011978976984398478,825
adult,sex,State of art,0.011978976984398478,830
adult,sex,State of art,0.011978976984398478,835
adult,sex,State of art,0.011978976984398478,840
adult,sex,State of art,0.011978976984398478,845
adult,sex,State of art,0.011978976984398478,850
adult,sex,State of art,0.011978976984398478,855
adult,sex,State of art,0.011978976984398478,860
adult,sex,State of art,0.011978976984398478,865
adult,sex,State of art,0.011978976984398478,870
adult,sex,State of art,0.011978976984398478,875
adult,sex,State of art,0.011978976984398478,880
adult,sex,State of art,0.011978976984398478,885
adult,sex,State of art,0.011978976984398478,890
adult,sex,State of art,0.011978976984398478,895
adult,sex,State of art,0.011978976984398478,900
adult,sex,State of art,0.011978976984398478,905
adult,sex,State of art,0.011978976984398478,910
adult,sex,State of art,0.011978976984398478,915
adult,sex,State of art,0.011978976984398478,920
adult,sex,State of art,0.011978976984398478,925
adult,sex,State of art,0.011978976984398478,930
adult,sex,State of art,0.011978976984398478,935
adult,sex,State of art,0.011978976984398478,940
adult,sex,State of art,0.011420188487747823,945
adult,sex,State of art,0.011420188487747823,950
adult,sex,State of art,0.011420188487747823,955
adult,sex,State of art,0.011420188487747823,960
adult,sex,State of art,0.011420188487747823,965
adult,sex,State of art,0.011420188487747823,970
adult,sex,State of art,0.011420188487747823,975
adult,sex,State of art,0.011420188487747823,980
adult,sex,State of art,0.010713769348141743,985
adult,sex,State of art,0.010713769348141743,990
adult,sex,State of art,0.010713769348141743,995
adult,sex,State of art,0.010713769348141743,1000
adult,sex,State of art,0.010713769348141743,1005
adult,sex,State of art,0.010713769348141743,1010
adult,sex,State of art,0.010713769348141743,1015
adult,sex,State of art,0.010713769348141743,1020
adult,sex,State of art,0.010713769348141743,1025
adult,sex,State of art,0.010713769348141743,1030
adult,sex,State of art,0.010713769348141743,1035
adult,sex,State of art,0.010713769348141743,1040
adult,sex,State of art,0.010713769348141743,1045
adult,sex,State of art,0.010713769348141743,1050
adult,sex,State of art,0.010713769348141743,1055
adult,sex,State of art,0.010713769348141743,1060
adult,sex,State of art,0.010713769348141743,1065
adult,sex,State of art,0.010713769348141743,1070
adult,sex,State of art,0.010713769348141743,1075
adult,sex,State of art,0.010713769348141743,1080
adult,sex,State of art,0.010713769348141743,1085
adult,sex,State of art,0.010713769348141743,1090
adult,sex,State of art,0.010713769348141743,1095
adult,sex,State of art,0.010713769348141743,1100
adult,sex,State of art,0.010713769348141743,1105
adult,sex,State of art,0.010713769348141743,1110
adult,sex,State of art,0.010713769348141743,1115
adult,sex,State of art,0.010713769348141743,1120
adult,sex,State of art,0.010713769348141743,1125
adult,sex,State of art,0.010713769348141743,1130
adult,sex,State of art,0.010713769348141743,1135
adult,sex,State of art,0.010713769348141743,1140
adult,sex,State of art,0.010713769348141743,1145
adult,sex,State of art,0.010713769348141743,1150
adult,sex,State of art,0.010713769348141743,1155
bank,age,State of art,0.09538842597010759,0
bank,age,State of art,0.07040506645750866,5
bank,age,State of art,0.04615048250865139,10
bank,age,State of art,0.04615048250865139,15
bank,age,State of art,0.04615048250865139,20
bank,age,State of art,0.04615048250865139,25
bank,age,State of art,0.008849457906423198,30
bank,age,State of art,0.008849457906423198,35
bank,age,State of art,0.008849457906423198,40
bank,age,State of art,0.008849457906423198,45
bank,age,State of art,0.008849457906423198,50
bank,age,State of art,0.008849457906423198,55
bank,age,State of art,0.008849457906423198,60
bank,age,State of art,0.008849457906423198,65
bank,age,State of art,0.008849457906423198,70
bank,age,State of art,0.008849457906423198,75
bank,age,State of art,0.008849457906423198,80
bank,age,State of art,0.008849457906423198,85
bank,age,State of art,0.008849457906423198,90
bank,age,State of art,0.008849457906423198,95
bank,age,State of art,0.008849457906423198,100
bank,age,State of art,0.008849457906423198,105
bank,age,State of art,0.008849457906423198,110
bank,age,State of art,0.008849457906423198,115
bank,age,State of art,0.008849457906423198,120
bank,age,State of art,0.008849457906423198,125
bank,age,State of art,0.008849457906423198,130
bank,age,State of art,0.008849457906423198,135
bank,age,State of art,0.008849457906423198,140
bank,age,State of art,0.008849457906423198,145
bank,age,State of art,0.008849457906423198,150
bank,age,State of art,0.008849457906423198,155
bank,age,State of art,0.008849457906423198,160
bank,age,State of art,0.008849457906423198,165
bank,age,State of art,0.008849457906423198,170
bank,age,State of art,0.008849457906423198,175
bank,age,State of art,0.008849457906423198,180
bank,age,State of art,0.008849457906423198,185
bank,age,State of art,0.008849457906423198,190
bank,age,State of art,0.008849457906423198,195
bank,age,State of art,0.008849457906423198,200
bank,age,State of art,0.008849457906423198,205
bank,age,State of art,0.008849457906423198,210
bank,age,State of art,0.008849457906423198,215
bank,age,State of art,0.008849457906423198,220
bank,age,State of art,0.008849457906423198,225
bank,age,State of art,0.008849457906423198,230
bank,age,State of art,0.008849457906423198,235
bank,age,State of art,0.008849457906423198,240
bank,age,State of art,0.008849457906423198,245
bank,age,State of art,0.008849457906423198,250
bank,age,State of art,0.008849457906423198,255
bank,age,State of art,0.008849457906423198,260
bank,age,State of art,0.008849457906423198,265
bank,age,State of art,0.008849457906423198,270
bank,age,State of art,0.008849457906423198,275
bank,age,State of art,0.008849457906423198,280
bank,age,State of art,0.008849457906423198,285
bank,age,State of art,0.008849457906423198,290
bank,age,State of art,0.008849457906423198,295
bank,age,State of art,0.008849457906423198,300
bank,age,State of art,0.008849457906423198,305
bank,age,State of art,0.008849457906423198,310
bank,age,State of art,0.008849457906423198,315
bank,age,State of art,0.008849457906423198,320
bank,age,State of art,0.008849457906423198,325
bank,age,State of art,0.008849457906423198,330
bank,age,State of art,0.008849457906423198,335
bank,age,State of art,0.008849457906423198,340
bank,age,State of art,0.008849457906423198,345
bank,age,State of art,0.008849457906423198,350
bank,age,State of art,0.008849457906423198,355
bank,age,State of art,0.008849457906423198,360
bank,age,State of art,0.008849457906423198,365
bank,age,State of art,0.008849457906423198,370
bank,age,State of art,0.008849457906423198,375
bank,age,State of art,0.008849457906423198,380
bank,age,State of art,0.008849457906423198,385
bank,age,State of art,0.008849457906423198,390
